conversation_id,model_a,model_b,winner,language,timestamp,tokens_in,tokens_out,latency_ms,cost_usd
lmsys_0001050,gpt-4-turbo,gpt-3.5-turbo,model_b,French,2026-05-29T03:10:00.238241Z,295,1180,452,0.001153
lmsys_0001051,llama-2-70b,davinci-003,model_b,Spanish,2026-05-18T07:42:21.238241Z,196,545,573,0.001166
lmsys_0001052,gpt-3.5-turbo,llama-2-70b,model_a,Spanish,2026-06-08T06:16:18.238241Z,179,993,193,0.000549
lmsys_0001053,gpt-3.5-turbo,gpt-4,model_b,German,2026-05-20T22:00:49.238241Z,736,679,291,0.002951
lmsys_0001054,davinci-003,gemini-pro,model_a,French,2026-05-27T02:05:08.238241Z,316,1144,656,0.002534
lmsys_0001055,palm-2,gpt-4,model_a,English,2026-05-21T00:35:58.238241Z,1562,797,893,0.003088
lmsys_0001056,llama-2-70b,claude-3-opus,model_a,French,2026-06-04T21:57:51.238241Z,47,627,807,6.8e-05
lmsys_0001057,llama-2-70b,claude-3-5-sonnet,model_b,Chinese,2026-05-24T03:21:13.238241Z,66,382,617,0.001891
lmsys_0001058,gpt-3.5-turbo,llama-2-70b,model_a,Japanese,2026-05-15T20:22:45.238241Z,376,822,482,0.000546
lmsys_0001059,llama-2-70b,claude-3-opus,model_a,Spanish,2026-05-20T13:03:29.238241Z,318,965,811,1.7e-05
lmsys_0001060,gpt-4-turbo,claude-3-5-sonnet,tie,Chinese,2026-05-25T11:59:23.238241Z,341,458,309,0.001951
lmsys_0001061,gemini-pro,gpt-3.5-turbo,tie,Chinese,2026-05-22T23:16:57.238241Z,585,1455,185,0.000583
lmsys_0001062,gemini-pro,claude-3-5-sonnet,model_a,French,2026-06-06T14:52:56.238241Z,64,1442,575,0.001831
lmsys_0001063,davinci-003,llama-2-70b,model_b,Spanish,2026-05-14T09:09:46.238241Z,1671,534,1281,5.6e-05
lmsys_0001064,gemini-pro,llama-2-70b,model_a,English,2026-05-18T17:15:04.238241Z,294,916,320,0.00206
lmsys_0001065,gpt-3.5-turbo,llama-2-70b,model_a,English,2026-06-10T16:01:46.238241Z,1812,730,401,0.001438
lmsys_0001066,llama-2-70b,gpt-4-turbo,model_b,French,2026-06-03T11:03:26.238241Z,1901,512,466,0.001432
lmsys_0001067,claude-3-5-sonnet,gpt-4,tie,Spanish,2026-05-23T22:36:08.238241Z,30,516,546,0.002982
lmsys_0001068,mistral-large,gpt-4-turbo,model_a,Spanish,2026-06-09T03:08:28.238241Z,955,784,674,9.4e-05
lmsys_0001069,palm-2,gpt-4-turbo,model_b,English,2026-05-30T13:13:44.238241Z,164,1251,492,0.002772
lmsys_0001070,claude-3-opus,palm-2,model_a,German,2026-06-02T14:47:48.238241Z,918,116,634,0.002375
lmsys_0001071,gpt-4,gemini-pro,model_a,Chinese,2026-05-17T00:24:12.238241Z,345,302,253,0.003347
lmsys_0001072,palm-2,gpt-3.5-turbo,tie,German,2026-06-10T12:05:25.238241Z,1964,1393,215,0.000708
lmsys_0001073,llama-2-70b,davinci-003,model_b,French,2026-05-24T00:23:23.238241Z,1508,715,277,0.001529
lmsys_0001074,gemini-pro,gpt-4-turbo,tie,Chinese,2026-05-24T08:09:04.238241Z,1468,107,325,0.002407
lmsys_0001075,gemini-pro,gpt-3.5-turbo,model_b,Chinese,2026-05-22T08:26:10.238241Z,1863,1085,382,0.000914
lmsys_0001076,gpt-4,claude-3-5-sonnet,tie,Chinese,2026-06-04T08:51:29.238241Z,538,355,579,0.001849
lmsys_0001077,claude-3-opus,llama-2-70b,model_a,Chinese,2026-06-03T22:36:27.238241Z,1636,280,522,0.003417
lmsys_0001078,llama-2-70b,mistral-large,model_b,English,2026-06-06T11:55:31.238241Z,658,843,1144,3.1e-05
lmsys_0001079,gpt-3.5-turbo,llama-2-70b,tie,French,2026-05-13T04:35:59.238241Z,1081,1262,1602,3.5e-05
lmsys_0001080,palm-2,mistral-large,model_b,Japanese,2026-05-29T04:27:05.238241Z,359,1211,1156,1.7e-05
lmsys_0001081,llama-2-70b,palm-2,model_a,German,2026-05-15T06:49:51.238241Z,1480,1017,1799,3.3e-05
lmsys_0001082,llama-2-70b,gemini-pro,model_a,English,2026-05-20T07:51:19.238241Z,923,99,1622,8e-06
lmsys_0001083,claude-3-opus,claude-3-5-sonnet,model_a,Japanese,2026-06-11T11:28:55.238241Z,1345,1337,806,0.002011
lmsys_0001084,davinci-003,mistral-large,model_a,Japanese,2026-05-28T11:02:04.238241Z,1134,147,432,0.001077
lmsys_0001085,claude-3-5-sonnet,gpt-3.5-turbo,model_a,German,2026-05-22T15:04:52.238241Z,333,188,331,0.004097
lmsys_0001086,gpt-3.5-turbo,claude-3-opus,model_a,French,2026-06-08T13:21:08.238241Z,907,35,323,0.001101
lmsys_0001087,gemini-pro,llama-2-70b,model_a,French,2026-05-22T21:48:57.238241Z,548,499,369,0.001281
lmsys_0001088,davinci-003,gemini-pro,model_a,German,2026-06-04T01:21:15.238241Z,500,799,622,0.001088
lmsys_0001089,davinci-003,claude-3-5-sonnet,tie,French,2026-05-20T04:44:11.238241Z,270,190,518,0.001234
lmsys_0001090,gpt-4-turbo,palm-2,model_a,Spanish,2026-06-10T16:08:27.238241Z,1771,751,299,0.003698
lmsys_0001091,gpt-3.5-turbo,llama-2-70b,model_a,Spanish,2026-05-19T04:20:53.238241Z,462,278,153,0.000634
lmsys_0001092,gemini-pro,claude-3-opus,tie,Spanish,2026-05-15T02:23:26.238241Z,350,195,503,0.001478
lmsys_0001093,llama-2-70b,gpt-4,tie,English,2026-05-27T21:47:24.238241Z,1422,798,1356,5.3e-05
lmsys_0001094,gpt-4,gpt-3.5-turbo,model_b,French,2026-05-27T05:26:23.238241Z,991,413,177,0.001131
lmsys_0001095,palm-2,gemini-pro,tie,German,2026-06-10T03:30:05.238241Z,1275,514,588,0.000651
lmsys_0001096,llama-2-70b,mistral-large,tie,English,2026-05-14T05:26:47.238241Z,722,943,1434,4.5e-05
lmsys_0001097,claude-3-5-sonnet,gpt-4-turbo,model_a,Spanish,2026-05-21T10:09:42.238241Z,1802,181,439,0.001525
lmsys_0001098,claude-3-5-sonnet,llama-2-70b,model_a,French,2026-05-21T00:39:16.238241Z,958,643,391,0.002178
lmsys_0001099,gpt-4,claude-3-opus,model_a,Spanish,2026-06-10T08:43:03.238241Z,1309,112,539,0.006401
lmsys_0001100,mistral-large,claude-3-opus,model_a,Japanese,2026-06-07T18:59:58.238241Z,900,113,695,9.9e-05
lmsys_0001101,palm-2,claude-3-opus,tie,French,2026-05-19T05:02:11.238241Z,840,1145,761,0.00476
lmsys_0001102,davinci-003,gpt-4,model_a,German,2026-05-26T03:12:31.238241Z,1315,1029,537,0.001546
lmsys_0001103,gpt-4-turbo,davinci-003,model_a,Japanese,2026-06-10T15:19:24.238241Z,637,453,552,0.001207
lmsys_0001104,davinci-003,palm-2,model_a,French,2026-05-17T18:37:49.238241Z,47,595,399,0.001513
lmsys_0001105,claude-3-5-sonnet,gpt-3.5-turbo,tie,Spanish,2026-06-11T22:22:24.238241Z,573,33,724,0.004373
lmsys_0001106,claude-3-opus,gpt-4-turbo,tie,Spanish,2026-06-05T16:52:15.238241Z,1619,530,371,0.003199
lmsys_0001107,claude-3-5-sonnet,llama-2-70b,model_b,English,2026-05-24T11:34:51.238241Z,194,941,1846,3.7e-05
lmsys_0001108,claude-3-5-sonnet,mistral-large,tie,German,2026-05-17T13:05:02.238241Z,1054,654,309,0.004841
lmsys_0001109,gemini-pro,llama-2-70b,model_a,German,2026-06-02T21:51:43.238241Z,634,950,541,0.00128
lmsys_0001110,mistral-large,gpt-4,model_b,Chinese,2026-05-24T07:47:17.238241Z,1663,774,469,0.005271
lmsys_0001111,davinci-003,gemini-pro,model_b,Spanish,2026-05-18T12:52:29.238241Z,409,48,764,0.001285
lmsys_0001112,gpt-4-turbo,gemini-pro,model_a,Spanish,2026-05-27T10:45:11.238241Z,887,524,387,0.004323
lmsys_0001113,claude-3-opus,davinci-003,model_a,Japanese,2026-05-15T14:41:49.238241Z,1825,841,410,0.005737
lmsys_0001114,gemini-pro,davinci-003,model_b,English,2026-05-30T09:46:23.238241Z,1988,306,629,0.001229
lmsys_0001115,gemini-pro,davinci-003,model_a,Japanese,2026-06-06T21:48:51.238241Z,1594,446,788,0.001633
lmsys_0001116,gpt-3.5-turbo,llama-2-70b,tie,German,2026-05-28T20:17:06.238241Z,896,1122,837,3.3e-05
lmsys_0001117,mistral-large,claude-3-opus,model_a,Chinese,2026-06-07T08:13:29.238241Z,387,1412,1422,8.7e-05
lmsys_0001118,gpt-3.5-turbo,gpt-4-turbo,tie,Japanese,2026-06-04T00:21:21.238241Z,1757,874,431,0.001282
lmsys_0001119,claude-3-5-sonnet,davinci-003,model_b,Spanish,2026-05-20T20:23:06.238241Z,1560,1102,218,0.001815
lmsys_0001120,claude-3-5-sonnet,mistral-large,model_a,Japanese,2026-06-05T08:13:55.238241Z,924,430,467,0.001414
lmsys_0001121,claude-3-opus,claude-3-5-sonnet,model_b,French,2026-05-20T06:10:51.238241Z,123,220,567,0.003575
lmsys_0001122,mistral-large,palm-2,model_a,French,2026-05-24T06:00:10.238241Z,842,340,1312,7.5e-05
lmsys_0001123,llama-2-70b,claude-3-opus,model_b,Spanish,2026-06-06T11:16:30.238241Z,252,606,441,0.003188
lmsys_0001124,mistral-large,claude-3-5-sonnet,tie,French,2026-05-27T08:17:17.238241Z,1980,1425,723,4.2e-05
lmsys_0001125,claude-3-opus,palm-2,model_a,French,2026-06-09T01:17:55.238241Z,1849,1430,464,0.005443
lmsys_0001126,gpt-4-turbo,gemini-pro,tie,German,2026-05-30T14:34:53.238241Z,635,132,570,0.003237
lmsys_0001127,claude-3-opus,gpt-4,tie,Chinese,2026-05-15T09:05:27.238241Z,1482,1345,537,0.004133
lmsys_0001128,davinci-003,claude-3-opus,tie,Japanese,2026-05-16T03:07:24.238241Z,225,969,557,0.003749
lmsys_0001129,davinci-003,gpt-3.5-turbo,tie,German,2026-05-27T04:47:24.238241Z,496,1334,552,0.002631
lmsys_0001130,davinci-003,claude-3-opus,model_a,German,2026-05-30T08:27:34.238241Z,610,1169,623,0.002294
lmsys_0001131,gpt-4-turbo,gpt-4,model_a,French,2026-06-07T14:30:20.238241Z,1295,581,299,0.001094
lmsys_0001132,claude-3-5-sonnet,davinci-003,model_a,Chinese,2026-06-05T04:32:03.238241Z,777,1437,328,0.001944
lmsys_0001133,claude-3-5-sonnet,llama-2-70b,model_b,German,2026-06-02T00:08:09.238241Z,1447,938,1616,4.5e-05
lmsys_0001134,gpt-4,claude-3-opus,tie,Spanish,2026-06-03T19:35:01.238241Z,1407,926,465,0.005257
lmsys_0001135,davinci-003,gpt-4-turbo,model_b,English,2026-05-24T15:17:37.238241Z,1598,385,310,0.003044
lmsys_0001136,gemini-pro,palm-2,tie,Chinese,2026-05-22T14:30:59.238241Z,1658,262,392,0.001222
lmsys_0001137,mistral-large,gpt-4-turbo,tie,German,2026-05-19T21:24:37.238241Z,1145,10,457,0.00137
lmsys_0001138,gpt-4,davinci-003,tie,English,2026-05-27T21:50:15.238241Z,1313,1117,383,0.00752
lmsys_0001139,palm-2,llama-2-70b,model_a,French,2026-05-24T09:22:19.238241Z,845,219,765,0.002137
lmsys_0001140,gpt-4-turbo,palm-2,tie,Chinese,2026-06-01T17:07:42.238241Z,1504,420,547,0.001098
lmsys_0001141,gpt-4,gemini-pro,model_b,German,2026-06-07T09:28:08.238241Z,1167,179,491,0.002352
lmsys_0001142,gpt-3.5-turbo,claude-3-opus,model_b,Spanish,2026-06-08T08:50:29.238241Z,103,1118,703,0.004486
lmsys_0001143,davinci-003,gpt-3.5-turbo,tie,Spanish,2026-06-08T20:56:28.238241Z,232,974,201,0.001733
lmsys_0001144,gpt-3.5-turbo,claude-3-5-sonnet,model_a,German,2026-05-13T21:49:41.238241Z,1073,98,357,0.000594
lmsys_0001145,palm-2,gemini-pro,model_b,Japanese,2026-05-27T23:48:48.238241Z,314,605,611,0.001281
lmsys_0001146,claude-3-opus,llama-2-70b,model_a,Spanish,2026-05-19T01:13:39.238241Z,1683,1069,425,0.002422
lmsys_0001147,claude-3-opus,gpt-4-turbo,model_b,German,2026-05-31T08:10:04.238241Z,955,775,330,0.004275
lmsys_0001148,claude-3-5-sonnet,davinci-003,model_a,German,2026-05-20T17:51:40.238241Z,170,225,628,0.001603
lmsys_0001149,gpt-3.5-turbo,claude-3-opus,model_a,French,2026-05-24T17:54:32.238241Z,1983,282,398,0.001095
lmsys_0001150,mistral-large,gemini-pro,model_a,Japanese,2026-05-17T08:16:58.238241Z,1099,52,714,2e-05
lmsys_0001151,claude-3-opus,palm-2,model_a,English,2026-05-24T03:49:42.238241Z,599,1058,422,0.002602
lmsys_0001152,gemini-pro,palm-2,model_b,French,2026-05-21T22:40:52.238241Z,1079,1295,779,0.001634
lmsys_0001153,gpt-4,palm-2,tie,Chinese,2026-05-15T12:25:02.238241Z,397,899,391,0.003835
lmsys_0001154,palm-2,gpt-4,tie,French,2026-05-23T17:12:20.238241Z,1656,265,529,0.003042
lmsys_0001155,davinci-003,claude-3-opus,model_b,German,2026-06-05T20:20:41.238241Z,636,786,845,0.002122
lmsys_0001156,llama-2-70b,palm-2,tie,Japanese,2026-05-31T05:16:22.238241Z,535,583,967,3.3e-05
lmsys_0001157,gpt-4,palm-2,tie,German,2026-05-31T00:57:26.238241Z,894,12,762,0.001015
lmsys_0001158,gpt-4-turbo,davinci-003,model_a,Chinese,2026-06-03T04:58:13.238241Z,454,1438,439,0.004538
lmsys_0001159,gpt-4-turbo,claude-3-opus,model_b,Chinese,2026-06-11T18:53:51.238241Z,1760,1301,843,0.003933
lmsys_0001160,palm-2,gpt-3.5-turbo,model_a,French,2026-06-03T00:31:40.238241Z,458,302,657,0.001383
lmsys_0001161,gpt-4-turbo,llama-2-70b,tie,English,2026-05-21T20:19:38.238241Z,1270,644,1997,6.4e-05
lmsys_0001162,llama-2-70b,davinci-003,model_a,Chinese,2026-05-29T05:55:20.238241Z,340,356,1423,2.1e-05
lmsys_0001163,gemini-pro,gpt-3.5-turbo,model_a,French,2026-05-14T08:44:52.238241Z,560,921,701,0.000875
lmsys_0001164,mistral-large,gpt-4-turbo,tie,French,2026-05-25T13:39:47.238241Z,1755,1039,552,0.00272
lmsys_0001165,palm-2,gpt-4,model_a,Chinese,2026-05-29T21:20:02.238241Z,1529,345,784,0.00236
lmsys_0001166,mistral-large,gpt-4,tie,Chinese,2026-05-31T22:18:40.238241Z,1633,460,763,2.2e-05
lmsys_0001167,llama-2-70b,gpt-4-turbo,model_a,Spanish,2026-05-29T23:01:49.238241Z,137,126,1621,4.3e-05
lmsys_0001168,mistral-large,davinci-003,model_b,Spanish,2026-05-13T14:30:13.238241Z,953,607,384,0.001784
lmsys_0001169,claude-3-opus,gpt-4-turbo,model_a,German,2026-06-03T22:41:09.238241Z,1402,392,878,0.005076
lmsys_0001170,palm-2,gemini-pro,model_a,German,2026-05-29T08:08:40.238241Z,486,777,362,0.001695
lmsys_0001171,llama-2-70b,gpt-3.5-turbo,model_b,Chinese,2026-05-19T07:39:24.238241Z,389,1282,182,0.00152
lmsys_0001172,gpt-4-turbo,gpt-4,model_a,Spanish,2026-06-09T04:49:08.238241Z,991,226,585,0.003474
lmsys_0001173,llama-2-70b,gpt-3.5-turbo,model_a,Chinese,2026-05-31T13:13:09.238241Z,693,812,1715,7.4e-05
lmsys_0001174,claude-3-5-sonnet,gemini-pro,model_b,German,2026-06-09T01:53:49.238241Z,1036,374,646,0.002626
lmsys_0001175,gemini-pro,palm-2,tie,Chinese,2026-05-14T22:30:45.238241Z,1780,344,378,0.003537
lmsys_0001176,claude-3-5-sonnet,davinci-003,tie,German,2026-05-23T15:20:16.238241Z,698,1479,436,0.003523
lmsys_0001177,davinci-003,claude-3-5-sonnet,model_b,French,2026-05-31T23:19:19.238241Z,186,138,687,0.002838
lmsys_0001178,claude-3-opus,gemini-pro,tie,German,2026-05-26T13:52:33.238241Z,1797,772,532,0.003234
lmsys_0001179,claude-3-5-sonnet,llama-2-70b,model_b,French,2026-06-08T02:34:44.238241Z,1986,94,1723,6.4e-05
lmsys_0001180,gpt-4-turbo,davinci-003,model_a,English,2026-05-18T23:58:25.238241Z,550,732,565,0.002872
lmsys_0001181,claude-3-opus,gpt-3.5-turbo,model_b,Chinese,2026-06-02T00:31:49.238241Z,327,387,494,0.00142
lmsys_0001182,gpt-4,palm-2,tie,German,2026-06-07T14:33:27.238241Z,1909,563,336,0.002449
lmsys_0001183,gpt-3.5-turbo,davinci-003,model_a,Chinese,2026-05-15T02:57:40.238241Z,1055,494,267,0.001673
lmsys_0001184,gpt-3.5-turbo,claude-3-5-sonnet,model_b,Chinese,2026-06-01T07:26:01.238241Z,1430,755,345,0.001624
lmsys_0001185,gpt-3.5-turbo,gpt-4-turbo,model_a,Spanish,2026-05-24T10:57:05.238241Z,1577,837,264,0.001871
lmsys_0001186,gpt-4-turbo,palm-2,model_a,Japanese,2026-05-27T13:32:15.238241Z,1327,1205,594,0.002475
lmsys_0001187,gpt-4-turbo,claude-3-5-sonnet,tie,German,2026-05-18T08:39:56.238241Z,718,452,323,0.002071
lmsys_0001188,davinci-003,mistral-large,model_b,Japanese,2026-05-21T21:16:33.238241Z,1600,900,548,4.1e-05
lmsys_0001189,llama-2-70b,gpt-4,model_a,French,2026-05-29T03:32:30.238241Z,700,987,1618,7.7e-05
lmsys_0001190,gpt-4-turbo,mistral-large,tie,Japanese,2026-06-02T00:26:47.238241Z,755,136,298,0.003825
lmsys_0001191,mistral-large,gemini-pro,model_a,French,2026-05-17T15:28:53.238241Z,1297,50,1217,9e-06
lmsys_0001192,claude-3-5-sonnet,gemini-pro,model_b,French,2026-05-21T09:46:03.238241Z,1232,515,348,0.002807
lmsys_0001193,gpt-4-turbo,gpt-3.5-turbo,model_a,Chinese,2026-06-08T19:10:21.238241Z,232,1085,554,0.003789
lmsys_0001194,gemini-pro,claude-3-opus,tie,German,2026-05-15T04:52:32.238241Z,829,1010,471,0.003837
lmsys_0001195,gpt-4-turbo,davinci-003,model_a,German,2026-05-21T06:08:58.238241Z,1534,1497,635,0.003392
lmsys_0001196,gpt-4-turbo,claude-3-opus,model_a,German,2026-06-01T23:29:41.238241Z,1154,693,388,0.004837
lmsys_0001197,palm-2,mistral-large,model_a,Chinese,2026-06-03T06:45:00.238241Z,1180,53,437,0.003184
lmsys_0001198,claude-3-opus,gemini-pro,model_b,French,2026-05-13T16:21:24.238241Z,1424,1251,798,0.001666
lmsys_0001199,llama-2-70b,claude-3-5-sonnet,model_a,Spanish,2026-06-05T16:18:26.238241Z,1186,462,967,4.4e-05
lmsys_0001200,mistral-large,gemini-pro,model_b,English,2026-06-01T23:53:20.238241Z,1292,1298,322,0.002882
lmsys_0001201,gpt-3.5-turbo,claude-3-5-sonnet,model_a,French,2026-06-07T15:58:42.238241Z,1957,78,378,0.001587
lmsys_0001202,gpt-4-turbo,palm-2,tie,French,2026-05-25T05:14:46.238241Z,1482,942,687,0.001461
lmsys_0001203,gpt-3.5-turbo,davinci-003,model_a,English,2026-05-27T16:04:37.238241Z,1650,1010,217,0.000671
lmsys_0001204,gemini-pro,claude-3-5-sonnet,model_a,English,2026-05-31T13:58:06.238241Z,477,159,692,0.002219
lmsys_0001205,gpt-3.5-turbo,mistral-large,tie,Chinese,2026-05-22T23:09:38.238241Z,1656,677,1334,8.3e-05
lmsys_0001206,davinci-003,claude-3-5-sonnet,tie,Spanish,2026-05-23T20:17:23.238241Z,1740,208,473,0.003628
lmsys_0001207,mistral-large,gemini-pro,model_a,German,2026-06-03T18:05:31.238241Z,643,1017,1310,6.3e-05
lmsys_0001208,gemini-pro,gpt-4,tie,Spanish,2026-06-03T03:25:05.238241Z,731,825,472,0.007997
lmsys_0001209,gpt-3.5-turbo,claude-3-opus,tie,French,2026-05-27T21:29:35.238241Z,852,291,235,0.001393
lmsys_0001210,gpt-4-turbo,gpt-4,tie,French,2026-05-30T02:17:17.238241Z,263,200,369,0.001702
lmsys_0001211,gpt-3.5-turbo,claude-3-5-sonnet,model_a,English,2026-06-07T03:39:15.238241Z,1330,790,494,0.001382
lmsys_0001212,gemini-pro,llama-2-70b,tie,Spanish,2026-05-23T22:35:23.238241Z,438,1264,644,0.002088
lmsys_0001213,claude-3-5-sonnet,gemini-pro,model_b,German,2026-05-26T22:48:21.238241Z,202,123,777,0.002973
lmsys_0001214,gpt-3.5-turbo,mistral-large,model_b,Chinese,2026-05-27T20:08:37.238241Z,725,1164,1182,7e-05
lmsys_0001215,gpt-3.5-turbo,claude-3-5-sonnet,tie,French,2026-05-25T10:19:49.238241Z,1513,1388,722,0.003223
lmsys_0001216,davinci-003,llama-2-70b,model_b,Chinese,2026-06-02T18:21:04.238241Z,400,883,1599,7.5e-05
lmsys_0001217,gemini-pro,claude-3-opus,model_b,Japanese,2026-06-02T17:50:20.238241Z,1260,1179,815,0.002655
lmsys_0001218,gpt-4-turbo,mistral-large,model_a,French,2026-05-14T19:03:33.238241Z,1552,271,337,0.004592
lmsys_0001219,palm-2,claude-3-opus,tie,Japanese,2026-06-02T08:26:16.238241Z,1553,1073,730,0.001341
lmsys_0001220,gpt-3.5-turbo,gemini-pro,model_a,Japanese,2026-05-28T09:51:05.238241Z,1282,871,182,0.000763
lmsys_0001221,davinci-003,gpt-4-turbo,model_b,French,2026-05-18T00:39:35.238241Z,1079,729,559,0.001432
lmsys_0001222,claude-3-opus,gpt-3.5-turbo,model_a,Chinese,2026-06-07T03:47:20.238241Z,697,1324,746,0.002531
lmsys_0001223,llama-2-70b,claude-3-opus,tie,French,2026-06-04T09:18:31.238241Z,1164,230,403,0.002016
lmsys_0001224,gpt-4-turbo,gpt-3.5-turbo,tie,German,2026-05-28T04:13:59.238241Z,1618,33,490,0.000952
lmsys_0001225,palm-2,gpt-4,tie,Chinese,2026-05-28T19:22:06.238241Z,508,1095,567,0.008149
lmsys_0001226,gpt-4,palm-2,tie,German,2026-06-08T06:48:57.238241Z,520,1399,425,0.0056
lmsys_0001227,gemini-pro,gpt-4-turbo,model_a,Japanese,2026-05-20T18:17:10.238241Z,1484,164,587,0.002162
lmsys_0001228,palm-2,gpt-3.5-turbo,model_b,Spanish,2026-05-30T19:40:27.238241Z,1908,319,161,0.000567
lmsys_0001229,claude-3-opus,claude-3-5-sonnet,tie,Chinese,2026-06-09T15:31:04.238241Z,245,917,341,0.004814
lmsys_0001230,gpt-4-turbo,gpt-4,model_a,English,2026-06-04T19:04:25.238241Z,187,1320,361,0.001974
lmsys_0001231,claude-3-opus,gpt-4,model_b,English,2026-05-20T21:49:19.238241Z,1071,921,358,0.006713
lmsys_0001232,palm-2,davinci-003,model_a,German,2026-06-07T01:02:53.238241Z,956,1279,730,0.003875
lmsys_0001233,claude-3-5-sonnet,davinci-003,tie,Spanish,2026-06-01T02:10:46.238241Z,740,124,467,0.004987
lmsys_0001234,llama-2-70b,gpt-3.5-turbo,model_b,Spanish,2026-06-01T04:54:37.238241Z,1196,824,466,0.000971
lmsys_0001235,gemini-pro,gpt-4,model_a,English,2026-06-05T13:43:52.238241Z,1046,1282,480,0.002251
lmsys_0001236,llama-2-70b,gemini-pro,model_b,English,2026-05-28T23:55:59.238241Z,290,594,504,0.000572
lmsys_0001237,claude-3-opus,claude-3-5-sonnet,tie,German,2026-06-08T19:57:50.238241Z,1071,1339,504,0.002066
lmsys_0001238,llama-2-70b,claude-3-5-sonnet,model_a,German,2026-05-21T22:26:48.238241Z,1142,721,1197,9.3e-05
lmsys_0001239,palm-2,mistral-large,tie,German,2026-05-18T12:38:44.238241Z,1129,305,1326,2.7e-05
lmsys_0001240,mistral-large,claude-3-opus,model_a,Chinese,2026-05-22T21:30:31.238241Z,1096,1181,937,8.1e-05
lmsys_0001241,davinci-003,mistral-large,model_b,French,2026-06-11T10:40:57.238241Z,744,918,1300,5.8e-05
lmsys_0001242,claude-3-opus,gemini-pro,tie,Chinese,2026-05-14T08:34:13.238241Z,1898,109,474,0.000624
lmsys_0001243,claude-3-opus,claude-3-5-sonnet,model_b,German,2026-06-02T17:05:19.238241Z,1138,330,535,0.001898
lmsys_0001244,claude-3-5-sonnet,mistral-large,model_b,Chinese,2026-06-04T02:26:20.238241Z,689,645,1052,2.2e-05
lmsys_0001245,palm-2,claude-3-opus,model_a,Chinese,2026-05-19T21:21:11.238241Z,1428,13,424,0.001958
lmsys_0001246,llama-2-70b,claude-3-opus,model_b,Spanish,2026-06-08T08:34:57.238241Z,1171,465,728,0.004677
lmsys_0001247,davinci-003,palm-2,tie,Chinese,2026-05-26T14:04:29.238241Z,848,476,514,0.001639
lmsys_0001248,palm-2,claude-3-opus,model_a,Chinese,2026-06-11T22:54:07.238241Z,108,896,559,0.003878
lmsys_0001249,davinci-003,gemini-pro,model_b,French,2026-06-05T17:15:35.238241Z,603,1422,790,0.001947
lmsys_0001250,gpt-3.5-turbo,claude-3-5-sonnet,model_a,English,2026-06-06T13:53:36.238241Z,916,279,311,0.001002
lmsys_0001251,gpt-4-turbo,palm-2,tie,Japanese,2026-05-16T03:19:12.238241Z,1661,908,390,0.003872
lmsys_0001252,mistral-large,gpt-4-turbo,model_a,French,2026-05-13T06:23:19.238241Z,226,483,671,1.9e-05
lmsys_0001253,palm-2,davinci-003,model_b,Japanese,2026-05-23T01:18:29.238241Z,1595,276,621,0.002721
lmsys_0001254,gpt-4-turbo,palm-2,model_a,Japanese,2026-05-19T04:28:05.238241Z,118,681,498,0.00448
lmsys_0001255,davinci-003,gpt-3.5-turbo,model_a,English,2026-06-09T04:13:14.238241Z,559,209,332,0.002495
lmsys_0001256,gpt-4,gpt-4-turbo,model_a,French,2026-05-21T18:08:23.238241Z,526,409,516,0.003073
lmsys_0001257,llama-2-70b,claude-3-5-sonnet,model_a,Chinese,2026-05-26T00:36:56.238241Z,945,941,1277,6.3e-05
lmsys_0001258,llama-2-70b,davinci-003,tie,Chinese,2026-06-01T00:09:43.238241Z,987,69,683,0.00169
lmsys_0001259,palm-2,gpt-4,model_b,Spanish,2026-06-02T09:40:49.238241Z,1519,845,488,0.006825
lmsys_0001260,gpt-4,claude-3-opus,tie,German,2026-05-19T06:10:29.238241Z,1457,381,790,0.002031
lmsys_0001261,davinci-003,gpt-4,model_b,Spanish,2026-05-15T18:45:51.238241Z,762,1283,262,0.003148
lmsys_0001262,mistral-large,llama-2-70b,model_a,French,2026-05-28T12:59:08.238241Z,1301,742,654,2.2e-05
lmsys_0001263,gpt-4-turbo,claude-3-5-sonnet,model_a,German,2026-05-16T06:14:31.238241Z,1628,1158,419,0.004148
lmsys_0001264,davinci-003,mistral-large,model_a,German,2026-06-10T09:58:58.238241Z,1550,539,586,0.0016
lmsys_0001265,gpt-4-turbo,davinci-003,model_a,Spanish,2026-05-23T14:38:52.238241Z,691,922,523,0.004709
lmsys_0001266,mistral-large,gpt-4-turbo,tie,German,2026-05-27T04:15:19.238241Z,1643,992,629,0.002498
lmsys_0001267,mistral-large,claude-3-5-sonnet,tie,French,2026-05-15T19:29:54.238241Z,607,1498,1411,2.1e-05
